opta_id,opta_name,tm_id,tm_name,canonical_name,match_type,match_confidence,last_verified,updated_at
bdbqu8d13otbx5jt3lsv3qq6s,,248090.0,,,search_web,0.9,,2026-06-23T23:20:58
bg3g5wv61dr3smfwbkzxdk1lg,,1052283.0,,,search_web,0.9,,2026-06-23T23:21:03
cd0amy4nvlm2z4x83lellwahg,,1307658.0,,,search_web,0.9,,2026-06-23T23:21:07
96h53hatq4r3zsfvn5xl752c4,,1293040.0,,,search_web,0.9,,2026-06-23T23:21:16
8500o2azpwulkmy0dk3xueuxg,,1061285.0,,,search_web,0.9,,2026-06-23T23:21:19
7m4ago0en2dqqctiydc48pjbo,,424042.0,,,search_web,0.9,,2026-06-23T23:21:28
ed0t2uo6kac1nd9203f3rzdhw,,948254.0,,,search_web,0.9,,2026-06-23T23:21:47
6rsn76sfdv8oakkj6cshzqkq2,,705259.0,,,search_web,0.9,,2026-06-23T23:21:52
2qwc38fv5xdlro7ljyvihmmtw,,1393997.0,,,search_web,0.9,,2026-06-23T23:21:55
8kb4bpoflaz0yy6m746jdbb4k,,1487239.0,,,search_web,0.9,,2026-06-23T23:22:03
4hzen2c0gk5scrjb7y8t2dyj8,,1526308.0,,,search_web,0.9,,2026-06-23T23:22:07
7zerx4gqk5emuf33ufrnyldlg,,1385448.0,,,search_web,0.9,,2026-06-23T23:22:10
3xu6rpdncvtd2adn94xaqavze,,248084.0,,,search_web,0.9,,2026-06-23T23:22:28
2h0nzzgjm960f5i93ncgp4mxg,,1262787.0,,,search_web,0.9,,2026-06-23T23:22:31
r5ezm70p552tpwr7c7822qs4,,1180809.0,,,search_web,0.9,,2026-06-23T23:22:38
7p0akp1xl4aeflj4f9jlk61p0,,1064465.0,,,search_web,0.9,,2026-06-23T23:22:49
5bas57doihudlqao4yzax2pec,,1078416.0,,,search_web,0.9,,2026-06-23T23:22:52
dwjmdwzgy2d1ofh19tk4hgvtg,,1263404.0,,,search_web,0.9,,2026-06-23T23:22:55
61hv09x22p82nn7qk8a8netxw,,3829.0,,,search_web,0.9,,2026-06-23T23:23:10
1xfip5eeswsdq2xc6t370w3kk,,883152.0,,,search_web,0.9,,2026-06-23T23:23:27
3yfi8optx43ke28f36uxl02l0,,1045100.0,,,search_web,0.9,,2026-06-23T23:23:52
4h1u3jtvzg49rmvysb1gm5fys,,1088755.0,,,search_web,0.9,,2026-06-23T23:23:55
biq8miw2aqp5pbdfr0xxy4h78,,1333879.0,,,search_web,0.9,,2026-06-23T23:24:10
6lz18u1i3vamt7i951dhwj8k4,,176053.0,,,search_web,0.9,,2026-06-23T23:24:30
3a96rdsu1qqtsmiaae10vbyi2,,610581.0,,,search_web,0.9,,2026-06-23T23:24:40
4qyy11gb9nepxkd3i7f9axh0q,,527329.0,,,search_web,0.9,,2026-06-23T23:24:46
cylvpefz49bfsevqu8t33xxck,,713649.0,,,search_web,0.9,,2026-06-23T23:24:52
bx2xcfe18epftsy5lrdf1fevo,,677382.0,,,search_web,0.9,,2026-06-23T23:25:07
9bnyw1svvwgea6p4bkb4uymtw,,116686.0,,,search_web,0.9,,2026-06-23T23:25:23
2f9bvd76ycue07tgxtjniwvdh,,218087.0,,,search_web,0.9,,2026-06-23T23:25:58
2n69vqxdeau3fvojd86eo0h04,,1085239.0,,,search_web,0.9,,2026-06-23T23:26:39
d4m64boiyzdnf500qb9sn091x,,177246.0,,,search_web,0.9,,2026-06-23T23:26:49
gw1y194uzlf2ghgq243kkefo,,1091049.0,,,search_web,0.9,,2026-06-23T23:27:08
28s6z18rcl9v8561yzu7m0voq,,535834.0,,,search_web,0.9,,2026-06-23T23:27:31
exgo5guipp2yb88lxkh7xwyz8,,1018098.0,,,search_web,0.9,,2026-06-23T23:27:51
5205uoqh3ity4jiv9i0tiekno,,116686.0,,,search_web,0.9,,2026-06-23T23:27:58
bfwtsi9b7791cqd80rqpl79qs,,1103181.0,,,search_web,0.9,,2026-06-23T23:28:01
5t7g2uql1y56cs8kgp2d0tlhw,,1349280.0,,,search_web,0.9,,2026-06-23T23:28:11
1gx7uu2v4zvvrkhlzv25lrdhw,,926147.0,,,search_web,0.9,,2026-06-23T23:28:17
2klxi3rbkpuqk39u0moi0wnbo,,1085929.0,,,search_web,0.9,,2026-06-23T23:28:23
akatb6qaa078a72zvl8gapoiy,,596641.0,,,search_web,0.9,,2026-06-23T23:28:29
c58yz77k5qwehhj391p0ic4yc,,1239926.0,,,search_web,0.9,,2026-06-23T23:29:07
9bgftnajmjsxmunr53afxpc0k,,1373897.0,,,search_web,0.9,,2026-06-23T23:29:21
bcc26v93xep81zbv1zq06ncpg,,1104726.0,,,search_web,0.9,,2026-06-23T23:29:28
2zjl0xu23wp9j6ciq25irsq38,,935469.0,,,search_web,0.9,,2026-06-23T23:29:43
5yfl8wp86l2owwtcjikx6xv6c,,1289497.0,,,search_web,0.9,,2026-06-23T23:29:55
9dtcyg572qk5j9s5ameyvquxg,,1447745.0,,,search_web,0.9,,2026-06-23T23:30:48
7f1l94rwkg6j0ns1w0mw8707p,,128229.0,,,search_web,0.9,,2026-06-23T23:30:59
2vtxt7g7a73c48oa10wtjfspg,,854928.0,,,search_web,0.9,,2026-06-23T23:31:19
1etj57nwpgjohvnsvybtwmb6c,,177246.0,,,search_web,0.9,,2026-06-23T23:31:23
9ny9kzib3bgxit7lum43xhces,,845872.0,,,search_web,0.9,,2026-06-23T23:31:29
6mh89n6z79h960akmfuyzabys,,176056.0,,,search_web,0.9,,2026-06-23T23:31:32
i1bzoqwi1u382l4yx3n864x6,,618402.0,,,search_web,0.9,,2026-06-23T23:31:35
6czxz7gi0tu6y9vwk5d7eoh04,,1491692.0,,,search_web,0.9,,2026-06-23T23:32:03
4w5haql31u9gqmc133br2axhw,,1298435.0,,,search_web,0.9,,2026-06-23T23:32:55
31ylkbnizxx5xbkyfchi9ddec,,1108667.0,,,search_web,0.9,,2026-06-23T23:33:17
2z7nhlttyrdwxrvhrq03bvifo,,967340.0,,,search_web,0.9,,2026-06-23T23:33:40
cqwctwqks9ypop5nr4o6iflsk,,1043508.0,,,search_web,0.9,,2026-06-23T23:33:46
dvks9tdtrt7orsbravvxpz59m,,661208.0,,,search_web,0.9,,2026-06-23T23:33:49
emtizkktn1i56mvh885hgztw4,,1072578.0,,,search_web,0.9,,2026-06-23T23:33:55
4xvg49ogu1sz6yuiuc79k13ze,,534700.0,,,search_web,0.9,,2026-06-23T23:34:06
bz8pk8kbgn2njeyhomkmus6j8,,1162276.0,,,search_web,0.9,,2026-06-23T23:34:15
7jwljxbzzuoeh588uy4ov457u,,444641.0,,,search_web,0.9,,2026-06-23T23:34:40
3cy13tw0tdconbwzlwteg6xas,,843394.0,,,search_web,0.9,,2026-06-23T23:34:58
326a13ciizysarn62z05flm38,,1212561.0,,,search_web,0.9,,2026-06-23T23:35:40
nbn9erbcj70greqhw10dkauh,,504042.0,,,search_web,0.9,,2026-06-23T23:36:03
f22m9uipuq76j2prudnbhlq6t,,339253.0,,,search_web,0.9,,2026-06-23T23:36:21
2jd98q3xqkenkqnw6em9pbtas,,1354020.0,,,search_web,0.9,,2026-06-23T23:36:49
4uepx2abyygyj0p8h5a42tlw4,,1354009.0,,,search_web,0.9,,2026-06-23T23:36:52
3oyhjrd1ohnwf1x3d65997xzp,,49089.0,,,search_web,0.9,,2026-06-23T23:36:56
e8si4ph9te020gpicg3k2k3u2,,538963.0,,,search_web,0.9,,2026-06-23T23:36:59
32i04tcuwpe3txmk4bc4va4us,,1350423.0,,,search_web,0.9,,2026-06-23T23:37:15
20d9wjajpqyx2f5zzkpbhyjmd,,164499.0,,,search_web,0.9,,2026-06-23T23:37:18
15236tel9zzvqbrvbsjl7f2ms,,1201241.0,,,search_web,0.9,,2026-06-23T23:37:21
dvzwcp48c716rbiupvl5wu7dh,,139781.0,,,search_web,0.9,,2026-06-23T23:37:28
enmgvf3i0uns4yvygpmlo5250,,1354016.0,,,search_web,0.9,,2026-06-23T23:37:32
1ayq3kfm2hc6xq9q9lzridnh0,,1309504.0,,,search_web,0.9,,2026-06-23T23:37:47
c7gwbtdqptxjtu3tn3xctvit,,203411.0,,,search_web,0.9,,2026-06-23T23:38:18
bq3jtbvsu5qwlrj4txxo8nyfo,,1042877.0,,,search_web,0.9,,2026-06-23T23:39:07
edxxbicc6s6n0thb9reytbf2s,,1042647.0,,,search_web,0.9,,2026-06-23T23:39:42
7xx5qi8cq5tbmkppzp8y3abys,,1261825.0,,,search_web,0.9,,2026-06-23T23:39:45
a2cehkxue1tit6hyc6qykmlii,,610423.0,,,search_web,0.9,,2026-06-23T23:40:26
aksub1fzw6uj0b9q8iihlqrdg,,1259986.0,,,search_web,0.9,,2026-06-23T23:40:33
ewh6t7yo6clfewu89uznll9uc,,1453082.0,,,search_web,0.9,,2026-06-23T23:40:36
6eg3kxxg5aneckolraz03xzpw,,886339.0,,,search_web,0.9,,2026-06-23T23:41:32
9delpquqv81o7ftrgefb0wpp0,,1020226.0,,,search_web,0.9,,2026-06-23T23:42:33
1sbqjod03ch1xm77et7fzn4lw,,1390988.0,,,search_web,0.9,,2026-06-23T23:42:48
67l0o9f3qvblr4k70fpkytr6x,,496341.0,,,search_web,0.9,,2026-06-23T23:43:06
ed8i8kw8m2h28och8s30ruck4,,1410024.0,,,search_web,0.9,,2026-06-23T23:43:17
3fxf2je8r5tx5bax9ircvr95g,,1059479.0,,,search_web,0.9,,2026-06-23T23:43:35
26wmniyab5c3n946w2ezh37kk,,1209442.0,,,search_web,0.9,,2026-06-23T23:43:48
d6ttolr1w2chkvotcsw645x0q,,737860.0,,,search_web,0.9,,2026-06-23T23:45:34
br4crxbbav0o6fw4e72qxlr84,,1192864.0,,,search_web,0.9,,2026-06-23T23:46:06
16rur8pbshrs9xypsq7mnxzhl,,487850.0,,,search_web,0.9,,2026-06-23T23:46:24
6r4adhp9hu4ux7egwgd8j2thx,,129078.0,,,search_web,0.9,,2026-06-23T23:46:27
64qaoms9ntqm2nqd3dympvpxw,,1050342.0,,,search_web,0.9,,2026-06-23T23:46:43
rzxtat0t3okt8tikf5mvdxm2,,415525.0,,,search_web,0.9,,2026-06-23T23:47:05
8e8w7m9tppru3ybowg5uupt78,,1033102.0,,,search_web,0.9,,2026-06-23T23:47:37
14z8mnfo5uyuf38823cmhpyxg,,176844.0,,,search_web,0.9,,2026-06-23T23:47:41
2tzr31jsa5g1c2svd7rucg93o,,1353016.0,,,search_web,0.9,,2026-06-23T23:47:55
7wfq3k2hr5lshiz17i64dsbh0,,975192.0,,,search_web,0.9,,2026-06-23T23:48:01
9rnlusrvrnnnn6738eym2ytxw,,1215440.0,,,search_web,0.9,,2026-06-23T23:48:31
4lnybrfv01ynw8ux5rjq3y4gk,,1353018.0,,,search_web,0.9,,2026-06-23T23:48:43
94nu1li9lvved0bj7aqckbrx0,,1372101.0,,,search_web,0.9,,2026-06-23T23:49:11
f1fc884l1nbi9c41ay3hphiqc,,1295679.0,,,search_web,0.9,,2026-06-23T23:49:14
4cxq6itd7odto6vvjx4sycaju,,535927.0,,,search_web,0.9,,2026-06-23T23:49:17
5tn8g8kmd0wvnsgi5quapadp1,,255703.0,,,search_web,0.9,,2026-06-23T23:49:28
avtbng9l03cdal3qxjtuhppg4,,1002286.0,,,search_web,0.9,,2026-06-23T23:49:37
djkggga58cnrv2g330vfq893o,,1091002.0,,,search_web,0.9,,2026-06-23T23:49:40
3etzivrhk2hlvursxh5ng6784,,1190171.0,,,search_web,0.9,,2026-06-23T23:49:51
788gkanadal77tlnad7bk4v10,,1204562.0,,,search_web,0.9,,2026-06-23T23:50:04
cj408e51oxbgw9dy6gt5ftyc4,,1190127.0,,,search_web,0.9,,2026-06-23T23:50:19
btiftob8bbulidqbwxlfzq42c,,1079966.0,,,search_web,0.9,,2026-06-23T23:51:13
7teqm9in87c3m8x9tq1ojyyhg,,94067.0,,,search_web,0.9,,2026-06-23T23:51:54
cqxqn2tihijb6l5otzk94kcus,,1313834.0,,,search_web,0.9,,2026-06-23T23:51:57
5wwp6q6wryw2xfxfu39jvnl78,,1324742.0,,,search_web,0.9,,2026-06-23T23:52:01
2hl9yt9p0l4gnpsnai3yda0ic,,1334612.0,,,search_web,0.9,,2026-06-23T23:52:22
2pbwkka0p76s6mh0yaoyvrdw4,,1305554.0,,,search_web,0.9,,2026-06-23T23:52:25
eipzf207j297k8bojxzkhnn6c,,1240760.0,,,search_web,0.9,,2026-06-23T23:52:28
9yiqlgp7rqim6dhszwaog9fdg,,1026866.0,,,search_web,0.9,,2026-06-23T23:52:36
5chuil758xa9c7096hbjp6xw4,,1071818.0,,,search_web,0.9,,2026-06-23T23:52:45
2uffjxmtrrp2pjzvwebzy19lh,,142389.0,,,search_web,0.9,,2026-06-23T23:53:00
cpkhrnagjt43vjzf058psq0gl,,29712.0,,,search_web,0.9,,2026-06-23T23:53:17
5jghfiqvm0da8h24wi0od6mtw,,995863.0,,,search_web,0.9,,2026-06-23T23:53:40
3rtuz9v8j72g7582pqbuaijf9,,201574.0,,,search_web,0.9,,2026-06-23T23:53:43
eb59xatjxndxba0prvo122a6s,,1184840.0,,,search_web,0.9,,2026-06-23T23:53:46
p5am5r20uzamakh8168vj02c,,953933.0,,,search_web,0.9,,2026-06-23T23:53:49
e7k1ssaocz0c79tna04v9l2qc,,1184841.0,,,search_web,0.9,,2026-06-23T23:53:52
759tgxt9xusnioh2clkiau4us,,926309.0,,,search_web,0.9,,2026-06-23T23:53:55
en2qiiaubgikr1aeklrzkku8k,,199527.0,,,search_web,0.9,,2026-06-23T23:53:58
7w8raplugv51unjcao6cq22tx,,184528.0,,,search_web,0.9,,2026-06-23T23:54:05
bn5iwjd1avm2zrxp8qy5vrbis,,911424.0,,,search_web,0.9,,2026-06-23T23:54:14
bux7m074bz5yw6jfea3f1qh3o,,176093.0,,,search_web,0.9,,2026-06-23T23:54:22
235o0gowb68vw5utyes1a51qs,,985546.0,,,search_web,0.9,,2026-06-23T23:54:26
33h8s55zcj0j535g2dyz9tnqi,,670883.0,,,search_web,0.9,,2026-06-23T23:54:36
7qy1hiitksyuaa9l0irxg240l,,192765.0,,,search_web,0.9,,2026-06-23T23:54:43
8y8d2dd469x9q0lc7qfyxypyh,,428016.0,,,search_web,0.9,,2026-06-23T23:54:47
552qj0u8t6v6masaldu08ewwk,,176093.0,,,search_web,0.9,,2026-06-23T23:54:53
6w6ewzxircqxk6dsrs1rvc8ru,,572265.0,,,search_web,0.9,,2026-06-23T23:54:56
cfpqqzqrpzv6dq89yw7nfd1p1,,142310.0,,,search_web,0.9,,2026-06-23T23:55:12
8fpslckj732nwuqwnyk9bljpw,,933017.0,,,search_web,0.9,,2026-06-23T23:55:29
2fhsxbo5o987lpy0esmczyp04,,1122308.0,,,search_web,0.9,,2026-06-23T23:55:36
9jmh0pjjecyisiovvqfr1zoyc,,1108049.0,,,search_web,0.9,,2026-06-23T23:55:39
5nj9rtcnjjsmypc18b2rjt0d0,,1011659.0,,,search_web,0.9,,2026-06-23T23:55:46
8bb4dcgarub91hlteyqlh0phw,,1078158.0,,,search_web,0.9,,2026-06-23T23:56:07
by69yfssih7p5h9tbslh5pvro,,1026524.0,,,search_web,0.9,,2026-06-23T23:56:10
aqvs12aqh0uczvrdi9cn02v4k,,1187640.0,,,search_web,0.9,,2026-06-23T23:56:15
3wgqz1w42vny9fo4uh3iw0ydw,,1085591.0,,,search_web,0.9,,2026-06-23T23:56:18
7wz2sc3d07aaduyhmihffa2hg,,845289.0,,,search_web,0.9,,2026-06-23T23:56:25
aulvxmbiie751rx4lfrfpmhas,,1196272.0,,,search_web,0.9,,2026-06-23T23:57:12
a1yoz8f4985o166nzcyigpj2t,,294057.0,,,search_web,0.9,,2026-06-23T23:57:15
1d3da6oy5qbv09fra1z4pqrdg,,999743.0,,,search_web,0.9,,2026-06-23T23:57:24
bk1nh2axh3i5jamodh8kvf1uc,,177246.0,,,search_web,0.9,,2026-06-23T23:57:27
9wkgiysvu2t14klwkwmi5f28k,,1057001.0,,,search_web,0.9,,2026-06-23T23:57:30
3noti1swv9wrvtpkm63rzcbv8,,725503.0,,,search_web,0.9,,2026-06-23T23:57:38
944mc5icxdleh4kvaamvpa9zo,,766552.0,,,search_web,0.9,,2026-06-23T23:57:41
5z9khdks9ipxbo4ep2e8t72ms,,1056935.0,,,search_web,0.9,,2026-06-23T23:57:45
1ss9ousy2ptqszwzhnrx4nfh0,,803003.0,,,search_web,0.9,,2026-06-23T23:57:50
9w0iww8n4lc9xvmqothyw97h0,,713809.0,,,search_web,0.9,,2026-06-23T23:57:57
ey6rgpbpfvb64nrswwh2x9dlg,,266634.0,,,search_web,0.9,,2026-06-23T23:58:03
7opmymnodcrwcort5muqwq5g4,,1515724.0,,,search_web,0.9,,2026-06-23T23:58:11
doiwlnrly9dlzp6x6w3la3ztg,,1141157.0,,,search_web,0.9,,2026-06-23T23:58:13
bda9fmdum05xtmj2d8k5dfnkk,,1009766.0,,,search_web,0.9,,2026-06-23T23:58:16
8qs8s7c173w8i1dfu06ub5zis,,964190.0,,,search_web,0.9,,2026-06-23T23:58:20
b3y6i7qt9vimy3ugvtl6wtu6s,,1178818.0,,,search_web,0.9,,2026-06-23T23:58:27
9188rfpym5ora5ssfqxqsi6ms,,1283968.0,,,search_web,0.9,,2026-06-23T23:58:30
ligleescbvmylb6qejczd6ok,,1201529.0,,,search_web,0.9,,2026-06-23T23:58:33
1fcmd6qaiira468e8mph4sis4,,1105810.0,,,search_web,0.9,,2026-06-23T23:58:47
13zzbc9ls6xe542w568189z4k,,1154003.0,,,search_web,0.9,,2026-06-23T23:58:50
1wylybleussatoxg8u6reao2y,,628487.0,,,search_web,0.9,,2026-06-23T23:58:53
3qdlqw5d6ra7th109n0g3rnfu,,605528.0,,,search_web,0.9,,2026-06-23T23:58:57
e09ood1jrkn9cjr5utug55z4k,,1310047.0,,,search_web,0.9,,2026-06-23T23:59:00
6x42rn7aburucovfe7mke9ld6,,289347.0,,,search_web,0.9,,2026-06-23T23:59:03
9se69u4no5q79ebv1bgjhcv84,,1101356.0,,,search_web,0.9,,2026-06-23T23:59:09
9hclph5nwm1w2k4xj24i1yxas,,1141128.0,,,search_web,0.9,,2026-06-23T23:59:21
2qgfw5qgtjyhy5pg11f0l8yl0,,946269.0,,,search_web,0.9,,2026-06-23T23:59:24
53bjqee7oomr7czgfmm1mcy96,,692070.0,,,search_web,0.9,,2026-06-23T23:59:37
b4k7aa5fph5t3usotjsw8ygyy,,668212.0,,,search_web,0.9,,2026-06-23T23:59:47
6xzgcexqk70l1ps75vs22c9p0,,1081995.0,,,search_web,0.9,,2026-06-23T23:59:54
d8rhd5703un70m58h7nwgs4k4,,1004203.0,,,search_web,0.9,,2026-06-24T00:00:10
3morom2ghzwon6c0io97t0opg,,848439.0,,,search_web,0.9,,2026-06-24T00:00:20
51bws6hnns294m9ath48uy3v8,,821522.0,,,search_web,0.9,,2026-06-24T00:00:35
452iau45neg25sijaadssp5w4,,882172.0,,,search_web,0.9,,2026-06-24T00:01:26
2wi1g2fjcgxsm2gqkyj6jh9n8,,1108475.0,,,search_web,0.9,,2026-06-24T00:01:30
9p0o4y4dpb8xioba6ogpu2nmc,,1107726.0,,,search_web,0.9,,2026-06-24T00:01:49
76h9zbckc2a2dais5jggfprf8,,1108668.0,,,search_web,0.9,,2026-06-24T00:02:08
exhxdmdq49xj4dnguq03qnlgq,,566931.0,,,search_web,0.9,,2026-06-24T00:02:27
1asrjd8va8ipow0ull5s0sh78,,1044516.0,,,search_web,0.9,,2026-06-24T00:02:33
e86pm8pa6for3jd40u0q6b0no,,1305564.0,,,search_web,0.9,,2026-06-24T00:02:41
6qlpnu6rv60qui02axtaii8lw,,1063553.0,,,search_web,0.9,,2026-06-24T00:02:48
a8pnwy8wy8ytwek1ovtxkaivo,,1249340.0,,,search_web,0.9,,2026-06-24T00:02:59
askrrf9zec8p5atbyxhwxfqqc,,1083691.0,,,search_web,0.9,,2026-06-24T00:03:16
54zcdwwbnjv7d1zd6jd90u4gk,,1160291.0,,,search_web,0.9,,2026-06-24T00:03:23
bhidwbq7duvfkqc3d21dbz2fo,,813142.0,,,search_web,0.9,,2026-06-24T00:03:39
f1d2kd0gd4a3jlerhixmi7uy2,,724783.0,,,search_web,0.9,,2026-06-24T00:03:42
6y57a9ywu6ezfvzku2l4d4iz8,,1081155.0,,,search_web,0.9,,2026-06-24T00:03:48
erw7v69vfrzcsd51tnel3ds0k,,930547.0,,,search_web,0.9,,2026-06-24T00:04:08
4e2998qstauosw45inz7e2ac,,1029654.0,,,search_web,0.9,,2026-06-24T00:04:41
5yz2e08ic6p6mkhc0apxosrh0,,961878.0,,,search_web,0.9,,2026-06-24T00:04:50
e5ejua2sqxgrdxmru689ihtlg,,1080370.0,,,search_web,0.9,,2026-06-24T00:04:57
653cf6fphgw0k4kl1lhve14b8,,974327.0,,,search_web,0.9,,2026-06-24T00:05:04
6w9yjs87tue7noq71ftksxez8,,801989.0,,,search_web,0.9,,2026-06-24T00:05:23
bch2qxtejv4kj2h1zyfpl05qs,,1089802.0,,,search_web,0.9,,2026-06-24T00:05:48
3ya23ba6ob3upcwrk8u20vrpw,,854722.0,,,search_web,0.9,,2026-06-24T00:05:51
7mcxkeo8701m9cs3hfy6towrt,,448672.0,,,search_web,0.9,,2026-06-24T00:06:01
5vothilq7h6htx5ig6hlfyc45,,176910.0,,,search_web,0.9,,2026-06-24T00:06:10
82h98ebusz83rox95oi9kafh1,,1276645.0,,,search_web,0.9,,2026-06-24T00:06:22
7nlmnic0jrzwnbqxrcotrui38,,1081149.0,,,search_web,0.9,,2026-06-24T00:07:11
bbqm7mv7r4w6oophl4rouywb8,,1016556.0,,,search_web,0.9,,2026-06-24T00:07:21
2nm6gmvnf6bmqpgd286p3yeqc,,871160.0,,,search_web,0.9,,2026-06-24T00:07:24
bq2q90k6q53nlf53et7j46cid,,324882.0,,,search_web,0.9,,2026-06-24T00:07:40
6fl4if4f9ce3jtja12rekmj2s,,969141.0,,,search_web,0.9,,2026-06-24T00:07:43
bppd2div49c43pek73pgslwyc,,1122667.0,,,search_web,0.9,,2026-06-24T00:07:46
ez5yq8luxtpz5kbtaym3oi3h0,,323608.0,,,search_web,0.9,,2026-06-24T00:07:49
6ix67pe5fddjep3mcw58ftd04,,777308.0,,,search_web,0.9,,2026-06-24T00:08:01
dxypea82s4auw2qijdftk915g,,985693.0,,,search_web,0.9,,2026-06-24T00:08:07
4haexhx5m1zib9n6dt9koe8k,,1078691.0,,,search_web,0.9,,2026-06-24T00:08:34
dtj091lg76ikht5z0gz2rzklw,,1221600.0,,,search_web,0.9,,2026-06-24T00:08:37
1plfjycmhwcdjrrgpqa7w1gk4,,1221601.0,,,search_web,0.9,,2026-06-24T00:08:40
cesgvs8y4jtiw8fl22dc47dw4,,1272766.0,,,search_web,0.9,,2026-06-24T00:08:43
1wnnon8d6hyv8v7f6jnd7fth,,57070.0,,,search_web,0.9,,2026-06-24T00:08:46
1xjllarx8iizcxuo8w5cc4j6c,,1035573.0,,,search_web,0.9,,2026-06-24T00:08:49
8jq47teqt4e1152zez62pszys,,933025.0,,,search_web,0.9,,2026-06-24T00:09:18
r45utkzp0q8ws9wb3pzcg55g,,751322.0,,,search_web,0.9,,2026-06-24T00:09:43
aozjz0habtxoyc18uru3uk650,,1214634.0,,,search_web,0.9,,2026-06-24T00:10:03
1uafbcsmi3tjrkau2tp7awkk4,,1108471.0,,,search_web,0.9,,2026-06-24T00:10:11
c5dl4ijc192leqtjd8a2g14pg,,827435.0,,,search_web,0.9,,2026-06-24T00:10:14
rc5s92vvhlk3eki4vk5dhes4,,1336100.0,,,search_web,0.9,,2026-06-24T00:10:17
2dmhzg79cuif9az1vfnz4rllg,,1135611.0,,,search_web,0.9,,2026-06-24T00:10:25
53zbvc98xhv7gqweozv6hyhhw,,3468.0,,,search_web,0.9,,2026-06-24T00:10:29
d6n277pkk5eq2th56odvr0650,,1202376.0,,,search_web,0.9,,2026-06-24T00:10:32
clnqh13cxucxja1cymcyu9no4,,950091.0,,,search_web,0.9,,2026-06-24T00:10:38
2wwo7wcxz4gfy0ubkzynvrsnp,,209212.0,,,search_web,0.9,,2026-06-24T00:10:42
2lhn6jnv4s2n2qwzzei2e036c,,1352710.0,,,search_web,0.9,,2026-06-24T00:10:45
72zn6ugujcii1l59o98mz2p04,,1165131.0,,,search_web,0.9,,2026-06-24T00:10:48
3ugtm0sad0swalypypy63sqy2,,3468.0,,,search_web,0.9,,2026-06-24T00:11:01
ahbzrw21ft3ljkg16vodmmp2i,,1360958.0,,,search_web,0.9,,2026-06-24T00:11:04
b0a2w14w1tb395mnwkhykbg4q,,655986.0,,,search_web,0.9,,2026-06-24T00:11:07
2phw8mm7ohgq70m21rvchovf8,,1172138.0,,,search_web,0.9,,2026-06-24T00:11:10
7qy8by5ysig5af425m7tl4aac,,1255573.0,,,search_web,0.9,,2026-06-24T00:11:13
2al1nsz8c0qwvu81wdusghrmc,,1285021.0,,,search_web,0.9,,2026-06-24T00:11:20
8hrd92b0cov6womls0eazrd3o,,1348941.0,,,search_web,0.9,,2026-06-24T00:11:22
7181a7pbvr76nktp4bajqp3x0,,1145455.0,,,search_web,0.9,,2026-06-24T00:11:37
7t9sy750fvi5vmto3uf4dzyfo,,1202361.0,,,search_web,0.9,,2026-06-24T00:11:39
ak6mqx5tyz1duwg1u3v4fwfmc,,1023191.0,,,search_web,0.9,,2026-06-24T00:11:51
3icc5dv989p7ay2mif3fixkwk,,848753.0,,,search_web,0.9,,2026-06-24T00:11:54
6lim3mfuekflkht5atuuf47is,,1300041.0,,,search_web,0.9,,2026-06-24T00:11:57
asy2ytqb8svtkaqlxwkmaigic,,1250269.0,,,search_web,0.9,,2026-06-24T00:12:03
nn4nw9jga8f9a3dpq7wz4o44,,1237740.0,,,search_web,0.9,,2026-06-24T00:12:06
5zqauqk9fkct60qdhh2xfi0ic,,1294399.0,,,search_web,0.9,,2026-06-24T00:12:10
6uk8zyvdc9k8jd7dyzygjatck,,1095369.0,,,search_web,0.9,,2026-06-24T00:12:13
4d80fgvni9ehxsurp8tz7juvo,,667490.0,,,search_web,0.9,,2026-06-24T00:12:25
3d34u92oy9jsmdj4pfu7p5jbo,,1004709.0,,,search_web,0.9,,2026-06-24T00:12:28
eofrc8ta50kpgax1wzuwfpl3o,,914269.0,,,search_web,0.9,,2026-06-24T00:12:31
6o9mxqdmxip6ik6w6zgd7k8ut,,212847.0,,,search_web,0.9,,2026-06-24T00:12:34
34spdpyb3k4jhiojqpwpffk0k,,921662.0,,,search_web,0.9,,2026-06-24T00:12:37
31xsuz1icsj7zt1462swjpk2d,,73564.0,,,search_web,0.9,,2026-06-24T00:13:04
38yuann9trg77mrnj74ygkyz8,,1120418.0,,,search_web,0.9,,2026-06-24T00:13:07
6et9hjqnyz4dp4zngp6mfhq8k,,1067168.0,,,search_web,0.9,,2026-06-24T00:13:18
37nsr1aii2gwjursfklcwueqc,,1407213.0,,,search_web,0.9,,2026-06-24T00:13:32
527eb62iroza8sd84ai3q893o,,967342.0,,,search_web,0.9,,2026-06-24T00:13:35
d85pibm7q3wbjzg2q451umeqc,,1132762.0,,,search_web,0.9,,2026-06-24T00:14:05
c7t3jjwtrw1qrpr6a4nvdxat,,51546.0,,,search_web,0.9,,2026-06-24T00:14:22
9rwn5wckqcb5inw1dhhmpj1t5,,473201.0,,,search_web,0.9,,2026-06-24T00:14:25
dtjam32y7cacqmmry5pxwng9g,,1360780.0,,,search_web,0.9,,2026-06-24T00:14:53
956q80tlt094l3xkbw9jv3klw,,1193574.0,,,search_web,0.9,,2026-06-24T00:15:22
59k008l48b9xrcuv6c2mpgmc4,,1305998.0,,,search_web,0.9,,2026-06-24T00:15:59
